,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.611,0.483,11,-6.216,0,0.055,0.214,0.0,0.124,0.204,145.983,audio_features,39MK3d3fonIP8Mz9oHCTBB,spotify:track:39MK3d3fonIP8Mz9oHCTBB,https://api.spotify.com/v1/tracks/39MK3d3fonIP8Mz9oHCTBB,https://api.spotify.com/v1/audio-analysis/39MK3d3fonIP8Mz9oHCTBB,231747,4
1,0.9,0.597,11,-6.008,1,0.232,0.0299,0.0,0.0933,0.548,133.954,audio_features,1k513qenEUjyU3MxMSUaPj,spotify:track:1k513qenEUjyU3MxMSUaPj,https://api.spotify.com/v1/tracks/1k513qenEUjyU3MxMSUaPj,https://api.spotify.com/v1/audio-analysis/1k513qenEUjyU3MxMSUaPj,164776,4
2,0.829,0.436,3,-8.205,1,0.327,0.15,0.0,0.0954,0.693,143.031,audio_features,6HgWWaMu31KdOpEG5l28BG,spotify:track:6HgWWaMu31KdOpEG5l28BG,https://api.spotify.com/v1/tracks/6HgWWaMu31KdOpEG5l28BG,https://api.spotify.com/v1/audio-analysis/6HgWWaMu31KdOpEG5l28BG,223204,4
3,0.939,0.521,1,-7.468,1,0.379,0.195,0.0,0.201,0.515,124.995,audio_features,4EzkcqltSOxYE2lstuLOFs,spotify:track:4EzkcqltSOxYE2lstuLOFs,https://api.spotify.com/v1/tracks/4EzkcqltSOxYE2lstuLOFs,https://api.spotify.com/v1/audio-analysis/4EzkcqltSOxYE2lstuLOFs,133000,4
4,0.803,0.649,9,-4.294,0,0.213,0.111,0.0,0.111,0.135,85.037,audio_features,6GoVUO5vla1JtUj2rq9Yl4,spotify:track:6GoVUO5vla1JtUj2rq9Yl4,https://api.spotify.com/v1/tracks/6GoVUO5vla1JtUj2rq9Yl4,https://api.spotify.com/v1/audio-analysis/6GoVUO5vla1JtUj2rq9Yl4,226360,4
5,0.817,0.44,10,-8.482,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,audio_features,7aRCf5cLOFN1U7kvtChY1G,spotify:track:7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/tracks/7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/audio-analysis/7aRCf5cLOFN1U7kvtChY1G,272113,4
6,0.732,0.6,6,-9.057,0,0.241,0.00385,0.000114,0.112,0.436,167.973,audio_features,4muwDurKeVOB1WBjTVRWlD,spotify:track:4muwDurKeVOB1WBjTVRWlD,https://api.spotify.com/v1/tracks/4muwDurKeVOB1WBjTVRWlD,https://api.spotify.com/v1/audio-analysis/4muwDurKeVOB1WBjTVRWlD,160203,4
7,0.631,0.535,0,-7.836,1,0.0842,0.464,0.0,0.115,0.22,140.127,audio_features,5rurggqwwudn9clMdcchxT,spotify:track:5rurggqwwudn9clMdcchxT,https://api.spotify.com/v1/tracks/5rurggqwwudn9clMdcchxT,https://api.spotify.com/v1/audio-analysis/5rurggqwwudn9clMdcchxT,219453,4
8,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,audio_features,1KUZ33cOqk3X4Ezk0aZnVp,spotify:track:1KUZ33cOqk3X4Ezk0aZnVp,https://api.spotify.com/v1/tracks/1KUZ33cOqk3X4Ezk0aZnVp,https://api.spotify.com/v1/audio-analysis/1KUZ33cOqk3X4Ezk0aZnVp,203813,4
9,0.849,0.581,6,-5.464,0,0.261,0.0178,0.0,0.092,0.274,142.015,audio_features,1IzJxbARcQrOWMZgPw1PNj,spotify:track:1IzJxbARcQrOWMZgPw1PNj,https://api.spotify.com/v1/tracks/1IzJxbARcQrOWMZgPw1PNj,https://api.spotify.com/v1/audio-analysis/1IzJxbARcQrOWMZgPw1PNj,217610,4
10,0.843,0.669,1,-4.105,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,audio_features,52NGJPcLUzQq5w7uv4e5gf,spotify:track:52NGJPcLUzQq5w7uv4e5gf,https://api.spotify.com/v1/tracks/52NGJPcLUzQq5w7uv4e5gf,https://api.spotify.com/v1/audio-analysis/52NGJPcLUzQq5w7uv4e5gf,238253,4
11,0.571,0.549,1,-7.38,0,0.404,0.18,0.0,0.168,0.447,119.497,audio_features,5wG3HvLhF6Y5KTGlK0IW3J,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/tracks/5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/audio-analysis/5wG3HvLhF6Y5KTGlK0IW3J,194787,4
12,0.861,0.68,11,-7.891,1,0.3,0.02,0.0,0.112,0.669,155.036,audio_features,75ZoVrZ4mXEsDxv1bQbEAS,spotify:track:75ZoVrZ4mXEsDxv1bQbEAS,https://api.spotify.com/v1/tracks/75ZoVrZ4mXEsDxv1bQbEAS,https://api.spotify.com/v1/audio-analysis/75ZoVrZ4mXEsDxv1bQbEAS,143148,4
13,0.786,0.719,0,-7.487,0,0.296,0.252,0.0,0.301,0.802,130.081,audio_features,4mWbFYZ9P14Ulf1LIFZGhH,spotify:track:4mWbFYZ9P14Ulf1LIFZGhH,https://api.spotify.com/v1/tracks/4mWbFYZ9P14Ulf1LIFZGhH,https://api.spotify.com/v1/audio-analysis/4mWbFYZ9P14Ulf1LIFZGhH,178950,4
14,0.783,0.609,6,-7.222,0,0.159,0.0576,8.54e-06,0.166,0.612,77.556,audio_features,2YIIpDEKJv6OUc7u9tVT7I,spotify:track:2YIIpDEKJv6OUc7u9tVT7I,https://api.spotify.com/v1/tracks/2YIIpDEKJv6OUc7u9tVT7I,https://api.spotify.com/v1/audio-analysis/2YIIpDEKJv6OUc7u9tVT7I,203164,4
15,0.695,0.673,4,-7.261,0,0.245,0.0313,0.0,0.322,0.273,80.063,audio_features,4fbXBeVeqzZ0SmJQcWm4St,spotify:track:4fbXBeVeqzZ0SmJQcWm4St,https://api.spotify.com/v1/tracks/4fbXBeVeqzZ0SmJQcWm4St,https://api.spotify.com/v1/audio-analysis/4fbXBeVeqzZ0SmJQcWm4St,192000,4
16,0.686,0.897,11,-7.18,0,0.0386,0.0103,0.103,0.153,0.355,129.975,audio_features,0FA4wrjDJvJTTU8AepZTup,spotify:track:0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/tracks/0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/audio-analysis/0FA4wrjDJvJTTU8AepZTup,163139,4
17,0.773,0.701,7,-6.386,1,0.0512,0.01,0.0,0.163,0.203,129.963,audio_features,2ZL7WZcjuYKi1KUDtp4kCC,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,https://api.spotify.com/v1/tracks/2ZL7WZcjuYKi1KUDtp4kCC,https://api.spotify.com/v1/audio-analysis/2ZL7WZcjuYKi1KUDtp4kCC,214589,4
18,0.92,0.682,1,-4.82,1,0.368,0.339,2.08e-06,0.112,0.697,140.071,audio_features,2VjOTvl50tscmc0RDjPdr2,spotify:track:2VjOTvl50tscmc0RDjPdr2,https://api.spotify.com/v1/tracks/2VjOTvl50tscmc0RDjPdr2,https://api.spotify.com/v1/audio-analysis/2VjOTvl50tscmc0RDjPdr2,198027,4
19,0.814,0.606,1,-6.378,1,0.243,0.0166,0.0,0.125,0.208,150.005,audio_features,1h6w4POXM2LfG4ZD4xUfZQ,spotify:track:1h6w4POXM2LfG4ZD4xUfZQ,https://api.spotify.com/v1/tracks/1h6w4POXM2LfG4ZD4xUfZQ,https://api.spotify.com/v1/audio-analysis/1h6w4POXM2LfG4ZD4xUfZQ,204800,4
20,0.851,0.65,11,-6.3,1,0.224,0.165,0.0247,0.133,0.52,145.035,audio_features,78MA8xdZCe4KS9SuIxs1Ce,spotify:track:78MA8xdZCe4KS9SuIxs1Ce,https://api.spotify.com/v1/tracks/78MA8xdZCe4KS9SuIxs1Ce,https://api.spotify.com/v1/audio-analysis/78MA8xdZCe4KS9SuIxs1Ce,181910,4
21,0.849,0.614,1,-7.323,1,0.317,0.0282,0.0,0.0603,0.472,111.363,audio_features,6c6WmIHcHlhccEwSFBhzNa,spotify:track:6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/tracks/6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/audio-analysis/6c6WmIHcHlhccEwSFBhzNa,185748,5
22,0.883,0.726,0,-6.239,1,0.301,0.11,0.0,0.107,0.575,102.042,audio_features,2SOoJnfRWOEeme123rd0B3,spotify:track:2SOoJnfRWOEeme123rd0B3,https://api.spotify.com/v1/tracks/2SOoJnfRWOEeme123rd0B3,https://api.spotify.com/v1/audio-analysis/2SOoJnfRWOEeme123rd0B3,117806,4
23,0.812,0.63,2,-8.207,1,0.266,0.0224,0.0,0.0699,0.332,132.957,audio_features,3xOEfEmsrLwf9jcG4gErdA,spotify:track:3xOEfEmsrLwf9jcG4gErdA,https://api.spotify.com/v1/tracks/3xOEfEmsrLwf9jcG4gErdA,https://api.spotify.com/v1/audio-analysis/3xOEfEmsrLwf9jcG4gErdA,218173,4
24,0.636,0.723,5,-4.865,0,0.246,0.0445,0.0,0.107,0.421,162.026,audio_features,3VLsdzHOFM9pyn79QTjiGJ,spotify:track:3VLsdzHOFM9pyn79QTjiGJ,https://api.spotify.com/v1/tracks/3VLsdzHOFM9pyn79QTjiGJ,https://api.spotify.com/v1/audio-analysis/3VLsdzHOFM9pyn79QTjiGJ,186453,4
25,0.801,0.706,1,-6.079,1,0.255,0.000212,0.0,0.15,0.331,138.008,audio_features,3iRCr53b2ZOvoKMTNvBn5d,spotify:track:3iRCr53b2ZOvoKMTNvBn5d,https://api.spotify.com/v1/tracks/3iRCr53b2ZOvoKMTNvBn5d,https://api.spotify.com/v1/audio-analysis/3iRCr53b2ZOvoKMTNvBn5d,173948,4
26,0.784,0.616,0,-7.159,1,0.0927,0.0042,0.00592,0.256,0.291,137.019,audio_features,2beD5W9IkefQ04IO39XF7w,spotify:track:2beD5W9IkefQ04IO39XF7w,https://api.spotify.com/v1/tracks/2beD5W9IkefQ04IO39XF7w,https://api.spotify.com/v1/audio-analysis/2beD5W9IkefQ04IO39XF7w,190133,4
27,0.835,0.552,11,-8.039,1,0.191,0.00594,1.24e-05,0.139,0.18,105.007,audio_features,2f9JzwRy6Ofr5ixvN0ojKt,spotify:track:2f9JzwRy6Ofr5ixvN0ojKt,https://api.spotify.com/v1/tracks/2f9JzwRy6Ofr5ixvN0ojKt,https://api.spotify.com/v1/audio-analysis/2f9JzwRy6Ofr5ixvN0ojKt,146286,4
28,0.786,0.706,1,-4.644,1,0.096,0.0168,0.0,0.174,0.152,154.941,audio_features,3kH94a1MQM7YrpsZRWuXrh,spotify:track:3kH94a1MQM7YrpsZRWuXrh,https://api.spotify.com/v1/tracks/3kH94a1MQM7YrpsZRWuXrh,https://api.spotify.com/v1/audio-analysis/3kH94a1MQM7YrpsZRWuXrh,142452,4
29,0.916,0.583,1,-8.067,1,0.241,0.186,0.0,0.0798,0.661,141.095,audio_features,2FDTHlrBguDzQkp7PVj16Q,spotify:track:2FDTHlrBguDzQkp7PVj16Q,https://api.spotify.com/v1/tracks/2FDTHlrBguDzQkp7PVj16Q,https://api.spotify.com/v1/audio-analysis/2FDTHlrBguDzQkp7PVj16Q,226383,4
30,0.921,0.718,9,-4.486,0,0.106,0.116,0.0,0.226,0.785,114.02,audio_features,4pgeI9ohPGzSDeKE1D4dYf,spotify:track:4pgeI9ohPGzSDeKE1D4dYf,https://api.spotify.com/v1/tracks/4pgeI9ohPGzSDeKE1D4dYf,https://api.spotify.com/v1/audio-analysis/4pgeI9ohPGzSDeKE1D4dYf,172792,4
31,0.634,0.538,0,-9.213,1,0.0603,0.0514,0.0,0.099,0.152,168.029,audio_features,7l6nGz4gp6HGs5Cvmdeqe4,spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/tracks/7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/audio-analysis/7l6nGz4gp6HGs5Cvmdeqe4,160714,5
32,0.783,0.768,11,-8.471,0,0.157,0.00198,0.0,0.171,0.267,143.071,audio_features,3FhZPYvMGSjFc6boVYKlCv,spotify:track:3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/tracks/3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/audio-analysis/3FhZPYvMGSjFc6boVYKlCv,124806,4
33,0.823,0.388,1,-10.867,1,0.491,0.0187,0.0,0.0876,0.507,154.569,audio_features,7sliFe6W30tPBPh6dvZsIH,spotify:track:7sliFe6W30tPBPh6dvZsIH,https://api.spotify.com/v1/tracks/7sliFe6W30tPBPh6dvZsIH,https://api.spotify.com/v1/audio-analysis/7sliFe6W30tPBPh6dvZsIH,139326,4
34,0.821,0.639,10,-4.926,0,0.161,0.0843,0.0,0.202,0.175,138.08,audio_features,4EgZqNfwsDJ1HvvSMEXypp,spotify:track:4EgZqNfwsDJ1HvvSMEXypp,https://api.spotify.com/v1/tracks/4EgZqNfwsDJ1HvvSMEXypp,https://api.spotify.com/v1/audio-analysis/4EgZqNfwsDJ1HvvSMEXypp,168857,4
35,0.752,0.687,1,-5.801,0,0.095,0.0171,0.0,0.127,0.266,151.974,audio_features,0oWL7FTlaA1YtsRRuiF4Xs,spotify:track:0oWL7FTlaA1YtsRRuiF4Xs,https://api.spotify.com/v1/tracks/0oWL7FTlaA1YtsRRuiF4Xs,https://api.spotify.com/v1/audio-analysis/0oWL7FTlaA1YtsRRuiF4Xs,134667,4
36,0.826,0.709,6,-5.201,0,0.394,0.101,0.0,0.0948,0.55,82.523,audio_features,4286sbHO5syVcp8BrFO2dI,spotify:track:4286sbHO5syVcp8BrFO2dI,https://api.spotify.com/v1/tracks/4286sbHO5syVcp8BrFO2dI,https://api.spotify.com/v1/audio-analysis/4286sbHO5syVcp8BrFO2dI,174545,4
37,0.481,0.797,6,-4.094,0,0.201,0.404,0.0,0.368,0.495,96.237,audio_features,410ZZP746AQeiywhKvXWCo,spotify:track:410ZZP746AQeiywhKvXWCo,https://api.spotify.com/v1/tracks/410ZZP746AQeiywhKvXWCo,https://api.spotify.com/v1/audio-analysis/410ZZP746AQeiywhKvXWCo,206050,3
38,0.838,0.78,2,-4.996,1,0.233,0.303,0.0,0.263,0.815,106.989,audio_features,3qnznOzVFYuDWjidDAxEV4,spotify:track:3qnznOzVFYuDWjidDAxEV4,https://api.spotify.com/v1/tracks/3qnznOzVFYuDWjidDAxEV4,https://api.spotify.com/v1/audio-analysis/3qnznOzVFYuDWjidDAxEV4,199626,4
39,0.536,0.814,1,-5.407,1,0.306,0.0388,0.0,0.142,0.851,96.7,audio_features,2dSKFFNoNXKo3hPnlwUdPe,spotify:track:2dSKFFNoNXKo3hPnlwUdPe,https://api.spotify.com/v1/tracks/2dSKFFNoNXKo3hPnlwUdPe,https://api.spotify.com/v1/audio-analysis/2dSKFFNoNXKo3hPnlwUdPe,113292,4
40,0.898,0.676,9,-5.196,1,0.187,0.14,0.0,0.101,0.742,147.991,audio_features,0ZxhtATQ0a6EvQNZ0z6NKV,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/tracks/0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/audio-analysis/0ZxhtATQ0a6EvQNZ0z6NKV,172125,4
41,0.637,0.634,2,-8.126,1,0.426,0.174,0.0,0.149,0.49,178.037,audio_features,6IEXjer2qbXhRLFv99NQQv,spotify:track:6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/tracks/6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/audio-analysis/6IEXjer2qbXhRLFv99NQQv,194048,4
42,0.595,0.829,2,-3.95,1,0.226,0.00594,0.000101,0.153,0.501,113.319,audio_features,31yydnZnSeCwkRPY7tlgQJ,spotify:track:31yydnZnSeCwkRPY7tlgQJ,https://api.spotify.com/v1/tracks/31yydnZnSeCwkRPY7tlgQJ,https://api.spotify.com/v1/audio-analysis/31yydnZnSeCwkRPY7tlgQJ,169893,5
43,0.938,0.613,11,-7.959,0,0.22,0.0312,0.000162,0.0982,0.275,99.938,audio_features,72vMwCjJuRRa1r0bhFBbE1,spotify:track:72vMwCjJuRRa1r0bhFBbE1,https://api.spotify.com/v1/tracks/72vMwCjJuRRa1r0bhFBbE1,https://api.spotify.com/v1/audio-analysis/72vMwCjJuRRa1r0bhFBbE1,128667,4
44,0.807,0.681,1,-5.612,1,0.345,0.507,0.0,0.283,0.571,98.173,audio_features,2OZfJcpzSFApBxUA0gXuJz,spotify:track:2OZfJcpzSFApBxUA0gXuJz,https://api.spotify.com/v1/tracks/2OZfJcpzSFApBxUA0gXuJz,https://api.spotify.com/v1/audio-analysis/2OZfJcpzSFApBxUA0gXuJz,100424,4
45,0.799,0.459,10,-8.715,0,0.202,0.269,4.46e-06,0.113,0.349,142.962,audio_features,451acSEXA7pfbMKXoC6vJX,spotify:track:451acSEXA7pfbMKXoC6vJX,https://api.spotify.com/v1/tracks/451acSEXA7pfbMKXoC6vJX,https://api.spotify.com/v1/audio-analysis/451acSEXA7pfbMKXoC6vJX,149385,4
46,0.706,0.648,8,-6.348,1,0.324,0.505,0.0,0.215,0.802,77.533,audio_features,0judK8TqYfvwUohBngUxrE,spotify:track:0judK8TqYfvwUohBngUxrE,https://api.spotify.com/v1/tracks/0judK8TqYfvwUohBngUxrE,https://api.spotify.com/v1/audio-analysis/0judK8TqYfvwUohBngUxrE,161041,4
47,0.851,0.642,1,-5.281,1,0.216,0.0658,0.0,0.0713,0.701,143.091,audio_features,7iTTWHbr4tAlsRJN4m4bay,spotify:track:7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/tracks/7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/audio-analysis/7iTTWHbr4tAlsRJN4m4bay,148115,4
48,0.723,0.631,8,-7.302,0,0.49,0.1,0.0,0.289,0.486,159.913,audio_features,35NkPKSmtu6lCht95nukpr,spotify:track:35NkPKSmtu6lCht95nukpr,https://api.spotify.com/v1/tracks/35NkPKSmtu6lCht95nukpr,https://api.spotify.com/v1/audio-analysis/35NkPKSmtu6lCht95nukpr,158971,4
49,0.904,0.611,1,-7.001,0,0.314,0.00179,1.78e-06,0.0815,0.64,85.015,audio_features,132Yd321hAG0oOz3lbiqig,spotify:track:132Yd321hAG0oOz3lbiqig,https://api.spotify.com/v1/tracks/132Yd321hAG0oOz3lbiqig,https://api.spotify.com/v1/audio-analysis/132Yd321hAG0oOz3lbiqig,141604,4
50,0.74,0.758,1,-5.851,0,0.0921,0.061,1.44e-06,0.0967,0.757,171.925,audio_features,73RbfOTJIjHzi2pcVHjeHM,spotify:track:73RbfOTJIjHzi2pcVHjeHM,https://api.spotify.com/v1/tracks/73RbfOTJIjHzi2pcVHjeHM,https://api.spotify.com/v1/audio-analysis/73RbfOTJIjHzi2pcVHjeHM,189825,4
51,0.629,0.744,5,-6.124,0,0.0409,0.0769,0.247,0.194,0.451,89.021,audio_features,0CrcwVLUe8wzLUIXgjXVZJ,spotify:track:0CrcwVLUe8wzLUIXgjXVZJ,https://api.spotify.com/v1/tracks/0CrcwVLUe8wzLUIXgjXVZJ,https://api.spotify.com/v1/audio-analysis/0CrcwVLUe8wzLUIXgjXVZJ,175837,4
52,0.696,0.733,1,-6.181,1,0.256,0.115,0.0,0.111,0.292,98.355,audio_features,4ZYAU4A2YBtlNdqOUtc7T2,spotify:track:4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/tracks/4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/audio-analysis/4ZYAU4A2YBtlNdqOUtc7T2,214445,4
53,0.921,0.556,11,-6.873,1,0.244,0.0618,0.0,0.59,0.513,104.038,audio_features,1DKwfFIKo93f2oiwZjwyMr,spotify:track:1DKwfFIKo93f2oiwZjwyMr,https://api.spotify.com/v1/tracks/1DKwfFIKo93f2oiwZjwyMr,https://api.spotify.com/v1/audio-analysis/1DKwfFIKo93f2oiwZjwyMr,133846,4
54,0.776,0.688,1,-5.75,1,0.127,0.00645,0.0,0.0757,0.43,99.122,audio_features,7rl489EKnUgITmkBd6P9zi,spotify:track:7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/tracks/7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/audio-analysis/7rl489EKnUgITmkBd6P9zi,179533,4
55,0.889,0.814,2,-4.549,1,0.0645,0.15,1.91e-05,0.0709,0.337,109.965,audio_features,5H7IzRvSCGY2p7jjuCu6g1,spotify:track:5H7IzRvSCGY2p7jjuCu6g1,https://api.spotify.com/v1/tracks/5H7IzRvSCGY2p7jjuCu6g1,https://api.spotify.com/v1/audio-analysis/5H7IzRvSCGY2p7jjuCu6g1,220444,4
56,0.977,0.57,1,-7.396,1,0.241,0.0102,0.0,0.11,0.773,117.983,audio_features,281hW1bpZ523dJdtspABeh,spotify:track:281hW1bpZ523dJdtspABeh,https://api.spotify.com/v1/tracks/281hW1bpZ523dJdtspABeh,https://api.spotify.com/v1/audio-analysis/281hW1bpZ523dJdtspABeh,181025,4
57,0.749,0.605,5,-4.515,1,0.0494,0.325,0.0,0.518,0.638,118.958,audio_features,5OhG7shUD0xgQMirbRAipe,spotify:track:5OhG7shUD0xgQMirbRAipe,https://api.spotify.com/v1/tracks/5OhG7shUD0xgQMirbRAipe,https://api.spotify.com/v1/audio-analysis/5OhG7shUD0xgQMirbRAipe,143200,4
58,0.94,0.761,8,-4.408,1,0.0979,0.0741,1.89e-05,0.59,0.414,118.027,audio_features,53acd3PVcgGCux58YABBr5,spotify:track:53acd3PVcgGCux58YABBr5,https://api.spotify.com/v1/tracks/53acd3PVcgGCux58YABBr5,https://api.spotify.com/v1/audio-analysis/53acd3PVcgGCux58YABBr5,195254,4
59,0.775,0.298,9,-9.351,1,0.0517,0.211,0.000233,0.132,0.0472,120.091,audio_features,0AAMnNeIc6CdnfNU85GwCH,spotify:track:0AAMnNeIc6CdnfNU85GwCH,https://api.spotify.com/v1/tracks/0AAMnNeIc6CdnfNU85GwCH,https://api.spotify.com/v1/audio-analysis/0AAMnNeIc6CdnfNU85GwCH,189467,4
60,0.784,0.7,1,-5.289,1,0.0396,0.0112,1.76e-05,0.163,0.204,126.015,audio_features,6l8mgVN9Xf1hiDIFGA6CTE,spotify:track:6l8mgVN9Xf1hiDIFGA6CTE,https://api.spotify.com/v1/tracks/6l8mgVN9Xf1hiDIFGA6CTE,https://api.spotify.com/v1/audio-analysis/6l8mgVN9Xf1hiDIFGA6CTE,260962,4
61,0.918,0.517,2,-7.085,1,0.156,0.0365,0.0,0.0998,0.158,131.983,audio_features,5no1uAP51SFQzZqITUxsfG,spotify:track:5no1uAP51SFQzZqITUxsfG,https://api.spotify.com/v1/tracks/5no1uAP51SFQzZqITUxsfG,https://api.spotify.com/v1/audio-analysis/5no1uAP51SFQzZqITUxsfG,102873,4
62,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,audio_features,6AQbmUe0Qwf5PZnt4HmTXv,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/tracks/6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/audio-analysis/6AQbmUe0Qwf5PZnt4HmTXv,131013,4
63,0.889,0.691,11,-6.935,0,0.31,0.0316,0.0,0.096,0.414,132.013,audio_features,3aSmunIOrv4HRHXeMYT2Ob,spotify:track:3aSmunIOrv4HRHXeMYT2Ob,https://api.spotify.com/v1/tracks/3aSmunIOrv4HRHXeMYT2Ob,https://api.spotify.com/v1/audio-analysis/3aSmunIOrv4HRHXeMYT2Ob,197282,4
64,0.943,0.625,9,-7.85,1,0.0699,0.25,0.0,0.0981,0.725,134.965,audio_features,7r6uppLBApzJPMpDmdFoi4,spotify:track:7r6uppLBApzJPMpDmdFoi4,https://api.spotify.com/v1/tracks/7r6uppLBApzJPMpDmdFoi4,https://api.spotify.com/v1/audio-analysis/7r6uppLBApzJPMpDmdFoi4,173533,4
65,0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,audio_features,2GAhgAjOhEmItWLfgisyOn,spotify:track:2GAhgAjOhEmItWLfgisyOn,https://api.spotify.com/v1/tracks/2GAhgAjOhEmItWLfgisyOn,https://api.spotify.com/v1/audio-analysis/2GAhgAjOhEmItWLfgisyOn,181080,4
66,0.813,0.636,7,-6.173,0,0.21,0.328,0.0,0.129,0.723,140.948,audio_features,39uEuUEWsAZtozSQRPlf62,spotify:track:39uEuUEWsAZtozSQRPlf62,https://api.spotify.com/v1/tracks/39uEuUEWsAZtozSQRPlf62,https://api.spotify.com/v1/audio-analysis/39uEuUEWsAZtozSQRPlf62,152043,4
67,0.839,0.601,7,-4.909,1,0.234,0.0136,0.0,0.0434,0.75,145.087,audio_features,6wSX2NkwA8srMaRhkougg1,spotify:track:6wSX2NkwA8srMaRhkougg1,https://api.spotify.com/v1/tracks/6wSX2NkwA8srMaRhkougg1,https://api.spotify.com/v1/audio-analysis/6wSX2NkwA8srMaRhkougg1,231774,4
68,0.873,0.578,1,-7.397,1,0.272,0.139,0.0,0.0953,0.765,147.074,audio_features,2g5q0UpOOFMNOcHGaMG4b0,spotify:track:2g5q0UpOOFMNOcHGaMG4b0,https://api.spotify.com/v1/tracks/2g5q0UpOOFMNOcHGaMG4b0,https://api.spotify.com/v1/audio-analysis/2g5q0UpOOFMNOcHGaMG4b0,159371,4
69,0.743,0.911,7,-5.596,1,0.147,0.0031,1.2e-05,0.0878,0.891,154.933,audio_features,6G4ICKUrsPb117ULGyrQ5N,spotify:track:6G4ICKUrsPb117ULGyrQ5N,https://api.spotify.com/v1/tracks/6G4ICKUrsPb117ULGyrQ5N,https://api.spotify.com/v1/audio-analysis/6G4ICKUrsPb117ULGyrQ5N,102645,4
70,0.701,0.26,8,-18.943,1,0.513,0.0553,1.56e-06,0.0972,0.105,155.096,audio_features,2tu7n1Pxm75szYU3ySCpri,spotify:track:2tu7n1Pxm75szYU3ySCpri,https://api.spotify.com/v1/tracks/2tu7n1Pxm75szYU3ySCpri,https://api.spotify.com/v1/audio-analysis/2tu7n1Pxm75szYU3ySCpri,175379,4
71,0.832,0.646,6,-8.035,1,0.496,0.0367,0.0,0.0855,0.759,164.021,audio_features,4DdSyO7nkxCNlYq9trzJAP,spotify:track:4DdSyO7nkxCNlYq9trzJAP,https://api.spotify.com/v1/tracks/4DdSyO7nkxCNlYq9trzJAP,https://api.spotify.com/v1/audio-analysis/4DdSyO7nkxCNlYq9trzJAP,163902,4
72,0.858,0.909,8,-6.643,0,0.285,0.0231,0.0,0.206,0.628,164.632,audio_features,2PQ8j691jAj6T4f7Ur4RiU,spotify:track:2PQ8j691jAj6T4f7Ur4RiU,https://api.spotify.com/v1/tracks/2PQ8j691jAj6T4f7Ur4RiU,https://api.spotify.com/v1/audio-analysis/2PQ8j691jAj6T4f7Ur4RiU,145264,4
73,0.851,0.735,6,-4.868,0,0.288,0.0342,0.000287,0.0718,0.514,178.02,audio_features,03ZoOMBPSsRQZcu7077PcR,spotify:track:03ZoOMBPSsRQZcu7077PcR,https://api.spotify.com/v1/tracks/03ZoOMBPSsRQZcu7077PcR,https://api.spotify.com/v1/audio-analysis/03ZoOMBPSsRQZcu7077PcR,217246,4
74,0.799,0.61,9,-11.62,1,0.385,0.0743,0.0,0.349,0.807,180.08,audio_features,0FAKS4dY2MADctcsPbmUvm,spotify:track:0FAKS4dY2MADctcsPbmUvm,https://api.spotify.com/v1/tracks/0FAKS4dY2MADctcsPbmUvm,https://api.spotify.com/v1/audio-analysis/0FAKS4dY2MADctcsPbmUvm,134760,4
