,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
4596,0.408,0.564,3,-4.39,1,0.034,0.45,0.0,0.178,0.348,141.09,audio_features,1DjKgebX6G4k1SzhAal8mq,spotify:track:1DjKgebX6G4k1SzhAal8mq,https://api.spotify.com/v1/tracks/1DjKgebX6G4k1SzhAal8mq,https://api.spotify.com/v1/audio-analysis/1DjKgebX6G4k1SzhAal8mq,259680,4
4597,0.394,0.53,10,-3.568,1,0.0335,0.78,0.0,0.34,0.348,134.668,audio_features,1WhjEyuItM6O5uHrV5S3Dm,spotify:track:1WhjEyuItM6O5uHrV5S3Dm,https://api.spotify.com/v1/tracks/1WhjEyuItM6O5uHrV5S3Dm,https://api.spotify.com/v1/audio-analysis/1WhjEyuItM6O5uHrV5S3Dm,205987,4
4598,0.69,0.606,2,-7.611,1,0.0336,0.169,0.0435,0.114,0.654,110.003,audio_features,4mcGUuqTYnF5XAl32kgHEe,spotify:track:4mcGUuqTYnF5XAl32kgHEe,https://api.spotify.com/v1/tracks/4mcGUuqTYnF5XAl32kgHEe,https://api.spotify.com/v1/audio-analysis/4mcGUuqTYnF5XAl32kgHEe,312840,4
4599,0.718,0.758,10,-3.574,1,0.0379,0.547,0.0,0.116,0.503,93.993,audio_features,2oeK9YUD1qXfdqIEPGGTIa,spotify:track:2oeK9YUD1qXfdqIEPGGTIa,https://api.spotify.com/v1/tracks/2oeK9YUD1qXfdqIEPGGTIa,https://api.spotify.com/v1/audio-analysis/2oeK9YUD1qXfdqIEPGGTIa,186701,4
4600,0.691,0.28,10,-8.445,1,0.0287,0.843,0.0,0.107,0.402,91.946,audio_features,20eEjF9COTFOSWOwqvSFCK,spotify:track:20eEjF9COTFOSWOwqvSFCK,https://api.spotify.com/v1/tracks/20eEjF9COTFOSWOwqvSFCK,https://api.spotify.com/v1/audio-analysis/20eEjF9COTFOSWOwqvSFCK,280920,4
4601,0.77,0.514,9,-7.3,1,0.0513,0.349,0.0,0.267,0.283,111.956,audio_features,1XfaidpZf9afS7akthBoXC,spotify:track:1XfaidpZf9afS7akthBoXC,https://api.spotify.com/v1/tracks/1XfaidpZf9afS7akthBoXC,https://api.spotify.com/v1/audio-analysis/1XfaidpZf9afS7akthBoXC,156750,3
4602,0.439,0.462,5,-6.006,1,0.0291,0.837,1.42e-06,0.186,0.334,129.377,audio_features,24NlT4oXNbeqPfHr7p8h3F,spotify:track:24NlT4oXNbeqPfHr7p8h3F,https://api.spotify.com/v1/tracks/24NlT4oXNbeqPfHr7p8h3F,https://api.spotify.com/v1/audio-analysis/24NlT4oXNbeqPfHr7p8h3F,183061,4
4603,0.458,0.227,11,-12.472,0,0.0285,0.964,9.23e-05,0.404,0.486,155.446,audio_features,06sWdG1S6GJAPXvwSqN6cD,spotify:track:06sWdG1S6GJAPXvwSqN6cD,https://api.spotify.com/v1/tracks/06sWdG1S6GJAPXvwSqN6cD,https://api.spotify.com/v1/audio-analysis/06sWdG1S6GJAPXvwSqN6cD,168857,3
4604,0.488,0.507,7,-3.626,1,0.0311,0.797,0.0,0.23,0.15,135.425,audio_features,2yligKIUYBMtw9XW8CfjN2,spotify:track:2yligKIUYBMtw9XW8CfjN2,https://api.spotify.com/v1/tracks/2yligKIUYBMtw9XW8CfjN2,https://api.spotify.com/v1/audio-analysis/2yligKIUYBMtw9XW8CfjN2,198816,4
4605,0.731,0.463,10,-6.355,1,0.0272,0.706,0.0,0.302,0.462,99.045,audio_features,6tg2zUVUjoRZdF8P3vSVHR,spotify:track:6tg2zUVUjoRZdF8P3vSVHR,https://api.spotify.com/v1/tracks/6tg2zUVUjoRZdF8P3vSVHR,https://api.spotify.com/v1/audio-analysis/6tg2zUVUjoRZdF8P3vSVHR,210909,4
4606,0.693,0.888,0,-4.939,1,0.0419,0.0294,5.84e-05,0.065,0.546,125.103,audio_features,3U1vzP4VCzxv14ZZdLHyAI,spotify:track:3U1vzP4VCzxv14ZZdLHyAI,https://api.spotify.com/v1/tracks/3U1vzP4VCzxv14ZZdLHyAI,https://api.spotify.com/v1/audio-analysis/3U1vzP4VCzxv14ZZdLHyAI,179680,4
4607,0.54,0.751,0,-2.651,1,0.0793,0.121,0.0,0.0801,0.511,79.792,audio_features,5Qw1RPJX0ky6nkka2qY9l4,spotify:track:5Qw1RPJX0ky6nkka2qY9l4,https://api.spotify.com/v1/tracks/5Qw1RPJX0ky6nkka2qY9l4,https://api.spotify.com/v1/audio-analysis/5Qw1RPJX0ky6nkka2qY9l4,187600,4
4608,0.619,0.51,8,-7.033,0,0.0637,0.544,0.0107,0.19,0.544,79.945,audio_features,1mK84yIVjqetpdWKYXFgLe,spotify:track:1mK84yIVjqetpdWKYXFgLe,https://api.spotify.com/v1/tracks/1mK84yIVjqetpdWKYXFgLe,https://api.spotify.com/v1/audio-analysis/1mK84yIVjqetpdWKYXFgLe,197000,4
4609,0.649,0.909,3,-4.044,0,0.0657,0.354,1.27e-06,0.0908,0.511,114.88,audio_features,3Cx1jrpnIAZeBg8hHXhP5E,spotify:track:3Cx1jrpnIAZeBg8hHXhP5E,https://api.spotify.com/v1/tracks/3Cx1jrpnIAZeBg8hHXhP5E,https://api.spotify.com/v1/audio-analysis/3Cx1jrpnIAZeBg8hHXhP5E,309487,4
4610,0.52,0.672,9,-6.097,1,0.121,0.256,1.4e-06,0.103,0.208,151.909,audio_features,14ALTIe2imKvbXoEzYhn72,spotify:track:14ALTIe2imKvbXoEzYhn72,https://api.spotify.com/v1/tracks/14ALTIe2imKvbXoEzYhn72,https://api.spotify.com/v1/audio-analysis/14ALTIe2imKvbXoEzYhn72,180000,4
4611,0.6,0.368,5,-7.921,1,0.0282,0.691,0.0,0.102,0.243,66.991,audio_features,5sTzzatdPxDcQhJDDTEqcC,spotify:track:5sTzzatdPxDcQhJDDTEqcC,https://api.spotify.com/v1/tracks/5sTzzatdPxDcQhJDDTEqcC,https://api.spotify.com/v1/audio-analysis/5sTzzatdPxDcQhJDDTEqcC,229240,4
4612,0.337,0.947,9,-3.355,1,0.365,0.427,5.27e-05,0.0875,0.316,205.863,audio_features,3Y3Qx9igQXlZ7u6Jr1QKuK,spotify:track:3Y3Qx9igQXlZ7u6Jr1QKuK,https://api.spotify.com/v1/tracks/3Y3Qx9igQXlZ7u6Jr1QKuK,https://api.spotify.com/v1/audio-analysis/3Y3Qx9igQXlZ7u6Jr1QKuK,164027,4
4613,0.554,0.816,7,-3.809,1,0.0488,0.00563,0.0,0.134,0.612,133.097,audio_features,5zvLjMjcVDD8blrEgEeriW,spotify:track:5zvLjMjcVDD8blrEgEeriW,https://api.spotify.com/v1/tracks/5zvLjMjcVDD8blrEgEeriW,https://api.spotify.com/v1/audio-analysis/5zvLjMjcVDD8blrEgEeriW,153240,4
4614,0.475,0.437,1,-5.78,1,0.0273,0.449,0.0,0.117,0.148,134.264,audio_features,7nIOb4S3lOt449s7EAKAOz,spotify:track:7nIOb4S3lOt449s7EAKAOz,https://api.spotify.com/v1/tracks/7nIOb4S3lOt449s7EAKAOz,https://api.spotify.com/v1/audio-analysis/7nIOb4S3lOt449s7EAKAOz,248731,5
4615,0.44,0.543,1,-6.272,0,0.0298,0.152,9.49e-06,0.203,0.0697,149.994,audio_features,38X1wZZV5ibTj0R0TPGPSO,spotify:track:38X1wZZV5ibTj0R0TPGPSO,https://api.spotify.com/v1/tracks/38X1wZZV5ibTj0R0TPGPSO,https://api.spotify.com/v1/audio-analysis/38X1wZZV5ibTj0R0TPGPSO,367500,3
4616,0.692,0.698,1,-7.086,1,0.0323,0.0327,0.0,0.164,0.306,119.994,audio_features,6t201nr1m4E5ne2k2JvzkA,spotify:track:6t201nr1m4E5ne2k2JvzkA,https://api.spotify.com/v1/tracks/6t201nr1m4E5ne2k2JvzkA,https://api.spotify.com/v1/audio-analysis/6t201nr1m4E5ne2k2JvzkA,212540,4
4617,0.612,0.503,7,-7.469,1,0.0256,0.648,7.8e-05,0.159,0.448,96.063,audio_features,1CNKD2is5x9QP2iJd6HEOy,spotify:track:1CNKD2is5x9QP2iJd6HEOy,https://api.spotify.com/v1/tracks/1CNKD2is5x9QP2iJd6HEOy,https://api.spotify.com/v1/audio-analysis/1CNKD2is5x9QP2iJd6HEOy,253606,4
4618,0.711,0.649,1,-4.473,0,0.0442,0.135,0.0,0.326,0.517,139.984,audio_features,6XoQep0PUbhBV1pnVK4340,spotify:track:6XoQep0PUbhBV1pnVK4340,https://api.spotify.com/v1/tracks/6XoQep0PUbhBV1pnVK4340,https://api.spotify.com/v1/audio-analysis/6XoQep0PUbhBV1pnVK4340,167933,4
4619,0.643,0.234,0,-10.073,1,0.0361,0.773,2.28e-06,0.137,0.28,114.904,audio_features,3NYzpeLLQBQaVDbhQxQOWo,spotify:track:3NYzpeLLQBQaVDbhQxQOWo,https://api.spotify.com/v1/tracks/3NYzpeLLQBQaVDbhQxQOWo,https://api.spotify.com/v1/audio-analysis/3NYzpeLLQBQaVDbhQxQOWo,184287,3
4620,0.549,0.48,0,-5.447,1,0.0263,0.656,0.0,0.121,0.524,84.891,audio_features,5mHwJYiy8r4ZVP7lByny84,spotify:track:5mHwJYiy8r4ZVP7lByny84,https://api.spotify.com/v1/tracks/5mHwJYiy8r4ZVP7lByny84,https://api.spotify.com/v1/audio-analysis/5mHwJYiy8r4ZVP7lByny84,165877,4
4621,0.405,0.831,2,-5.395,1,0.0333,4.03e-05,4.53e-06,0.254,0.475,172.054,audio_features,51VtiYoFIfzx1PzZOuE84D,spotify:track:51VtiYoFIfzx1PzZOuE84D,https://api.spotify.com/v1/tracks/51VtiYoFIfzx1PzZOuE84D,https://api.spotify.com/v1/audio-analysis/51VtiYoFIfzx1PzZOuE84D,196874,4
4622,0.435,0.505,6,-5.445,1,0.0474,0.76,0.0,0.146,0.457,133.849,audio_features,6tEAPcJcKXUfAs2QveWgpQ,spotify:track:6tEAPcJcKXUfAs2QveWgpQ,https://api.spotify.com/v1/tracks/6tEAPcJcKXUfAs2QveWgpQ,https://api.spotify.com/v1/audio-analysis/6tEAPcJcKXUfAs2QveWgpQ,202575,4
4623,0.737,0.604,7,-6.433,1,0.0596,0.113,0.000136,0.334,0.713,88.017,audio_features,2cG3NLxdVln7LoA38hPqF2,spotify:track:2cG3NLxdVln7LoA38hPqF2,https://api.spotify.com/v1/tracks/2cG3NLxdVln7LoA38hPqF2,https://api.spotify.com/v1/audio-analysis/2cG3NLxdVln7LoA38hPqF2,163750,4
4624,0.439,0.553,8,-3.387,1,0.0282,0.225,0.0,0.127,0.323,137.9,audio_features,3rlxvsdieZRcZHzazH9cml,spotify:track:3rlxvsdieZRcZHzazH9cml,https://api.spotify.com/v1/tracks/3rlxvsdieZRcZHzazH9cml,https://api.spotify.com/v1/audio-analysis/3rlxvsdieZRcZHzazH9cml,266413,4
4625,0.317,0.619,9,-4.646,1,0.0477,0.172,0.0,0.0963,0.274,182.335,audio_features,6kIyRauupuAUWtyUn0xlpy,spotify:track:6kIyRauupuAUWtyUn0xlpy,https://api.spotify.com/v1/tracks/6kIyRauupuAUWtyUn0xlpy,https://api.spotify.com/v1/audio-analysis/6kIyRauupuAUWtyUn0xlpy,238677,4
4626,0.595,0.326,0,-7.409,1,0.0335,0.891,0.0164,0.106,0.241,84.991,audio_features,0QmYpCdJeT0c5qQTXanksV,spotify:track:0QmYpCdJeT0c5qQTXanksV,https://api.spotify.com/v1/tracks/0QmYpCdJeT0c5qQTXanksV,https://api.spotify.com/v1/audio-analysis/0QmYpCdJeT0c5qQTXanksV,216427,4
4627,0.652,0.844,9,-1.802,1,0.0358,0.305,0.0,0.0991,0.703,97.028,audio_features,7pYiTMBG8sgPJvXZZ476i1,spotify:track:7pYiTMBG8sgPJvXZZ476i1,https://api.spotify.com/v1/tracks/7pYiTMBG8sgPJvXZZ476i1,https://api.spotify.com/v1/audio-analysis/7pYiTMBG8sgPJvXZZ476i1,198987,4
4628,0.652,0.207,9,-10.723,1,0.0364,0.725,0.0,0.195,0.153,113.832,audio_features,1sYtgP1e0HJNlBw2g6DxHI,spotify:track:1sYtgP1e0HJNlBw2g6DxHI,https://api.spotify.com/v1/tracks/1sYtgP1e0HJNlBw2g6DxHI,https://api.spotify.com/v1/audio-analysis/1sYtgP1e0HJNlBw2g6DxHI,280250,4
4629,0.534,0.356,8,-6.854,1,0.0307,0.844,0.0,0.0968,0.349,129.352,audio_features,4tyvvXI34H0YILQctQr0N6,spotify:track:4tyvvXI34H0YILQctQr0N6,https://api.spotify.com/v1/tracks/4tyvvXI34H0YILQctQr0N6,https://api.spotify.com/v1/audio-analysis/4tyvvXI34H0YILQctQr0N6,236308,4
4630,0.807,0.499,8,-7.241,1,0.0648,0.248,3.07e-05,0.112,0.727,82.051,audio_features,2CI1kM7d1EgUsYR50OInda,spotify:track:2CI1kM7d1EgUsYR50OInda,https://api.spotify.com/v1/tracks/2CI1kM7d1EgUsYR50OInda,https://api.spotify.com/v1/audio-analysis/2CI1kM7d1EgUsYR50OInda,234923,4
4631,0.507,0.889,9,-4.828,1,0.0427,5.94e-05,1.35e-05,0.127,0.444,140.059,audio_features,0M2VpuGkcxo3IX4TZBMlVK,spotify:track:0M2VpuGkcxo3IX4TZBMlVK,https://api.spotify.com/v1/tracks/0M2VpuGkcxo3IX4TZBMlVK,https://api.spotify.com/v1/audio-analysis/0M2VpuGkcxo3IX4TZBMlVK,240368,4
4632,0.713,0.743,6,-4.096,1,0.0285,0.303,0.0,0.131,0.701,103.963,audio_features,3xo5dvPkQLbofa59woCQMH,spotify:track:3xo5dvPkQLbofa59woCQMH,https://api.spotify.com/v1/tracks/3xo5dvPkQLbofa59woCQMH,https://api.spotify.com/v1/audio-analysis/3xo5dvPkQLbofa59woCQMH,212792,4
4633,0.531,0.572,1,-4.257,1,0.0295,0.448,0.0,0.22,0.172,94.99,audio_features,0OTMfsNFRxA27AfyUre2wZ,spotify:track:0OTMfsNFRxA27AfyUre2wZ,https://api.spotify.com/v1/tracks/0OTMfsNFRxA27AfyUre2wZ,https://api.spotify.com/v1/audio-analysis/0OTMfsNFRxA27AfyUre2wZ,235907,3
4634,0.687,0.955,6,-1.759,1,0.127,0.133,0.0,0.336,0.717,127.955,audio_features,1JJwRy1BpK6SFvd1InC6xt,spotify:track:1JJwRy1BpK6SFvd1InC6xt,https://api.spotify.com/v1/tracks/1JJwRy1BpK6SFvd1InC6xt,https://api.spotify.com/v1/audio-analysis/1JJwRy1BpK6SFvd1InC6xt,206400,4
4635,0.355,0.311,5,-8.463,1,0.0307,0.678,2.85e-06,0.212,0.323,71.383,audio_features,0Xr8miTMUvPoOGdPs27uUz,spotify:track:0Xr8miTMUvPoOGdPs27uUz,https://api.spotify.com/v1/tracks/0Xr8miTMUvPoOGdPs27uUz,https://api.spotify.com/v1/audio-analysis/0Xr8miTMUvPoOGdPs27uUz,231667,4
4636,0.392,0.466,0,-4.299,1,0.0286,0.454,0.0,0.245,0.229,151.765,audio_features,3ezQ77V3oI3ZFtjJDK6faK,spotify:track:3ezQ77V3oI3ZFtjJDK6faK,https://api.spotify.com/v1/tracks/3ezQ77V3oI3ZFtjJDK6faK,https://api.spotify.com/v1/audio-analysis/3ezQ77V3oI3ZFtjJDK6faK,271872,3
4637,0.686,0.805,4,-3.521,0,0.0328,0.315,0.0,0.29,0.817,138.031,audio_features,6hdgTzZsffw9EbfD6YfkPe,spotify:track:6hdgTzZsffw9EbfD6YfkPe,https://api.spotify.com/v1/tracks/6hdgTzZsffw9EbfD6YfkPe,https://api.spotify.com/v1/audio-analysis/6hdgTzZsffw9EbfD6YfkPe,198512,4
4638,0.634,0.33,2,-10.663,1,0.0376,0.568,5.03e-05,0.146,0.543,172.067,audio_features,70iajR3jBeVLgJ6gPiwR4j,spotify:track:70iajR3jBeVLgJ6gPiwR4j,https://api.spotify.com/v1/tracks/70iajR3jBeVLgJ6gPiwR4j,https://api.spotify.com/v1/audio-analysis/70iajR3jBeVLgJ6gPiwR4j,177165,4
4639,0.531,0.428,11,-5.568,1,0.0305,0.688,0.0,0.313,0.209,131.654,audio_features,6Z0WLXnpWWkHSgHTgUzw6Y,spotify:track:6Z0WLXnpWWkHSgHTgUzw6Y,https://api.spotify.com/v1/tracks/6Z0WLXnpWWkHSgHTgUzw6Y,https://api.spotify.com/v1/audio-analysis/6Z0WLXnpWWkHSgHTgUzw6Y,204002,4
4640,0.613,0.658,6,-8.72,0,0.126,0.371,1.23e-05,0.0971,0.491,75.917,audio_features,6xAB0AmhaIfeGkSkVXGpJ9,spotify:track:6xAB0AmhaIfeGkSkVXGpJ9,https://api.spotify.com/v1/tracks/6xAB0AmhaIfeGkSkVXGpJ9,https://api.spotify.com/v1/audio-analysis/6xAB0AmhaIfeGkSkVXGpJ9,213040,4
4641,0.744,0.72,11,-4.255,1,0.0304,0.186,0.0,0.38,0.419,105.053,audio_features,25QGSFaB28MnIp7CIX1Nkk,spotify:track:25QGSFaB28MnIp7CIX1Nkk,https://api.spotify.com/v1/tracks/25QGSFaB28MnIp7CIX1Nkk,https://api.spotify.com/v1/audio-analysis/25QGSFaB28MnIp7CIX1Nkk,199133,4
4642,0.571,0.725,7,-2.812,1,0.0441,0.397,0.0,0.315,0.57,159.803,audio_features,0Jo0mDbEb7eJYf4H13M2az,spotify:track:0Jo0mDbEb7eJYf4H13M2az,https://api.spotify.com/v1/tracks/0Jo0mDbEb7eJYf4H13M2az,https://api.spotify.com/v1/audio-analysis/0Jo0mDbEb7eJYf4H13M2az,196075,4
4643,0.737,0.785,6,-2.825,1,0.119,0.299,0.0,0.139,0.688,110.107,audio_features,3NjXKo1nVrBfTzyFBflLCB,spotify:track:3NjXKo1nVrBfTzyFBflLCB,https://api.spotify.com/v1/tracks/3NjXKo1nVrBfTzyFBflLCB,https://api.spotify.com/v1/audio-analysis/3NjXKo1nVrBfTzyFBflLCB,177533,4
4644,0.681,0.59,6,-6.965,1,0.0442,0.427,0.00025,0.113,0.66,82.506,audio_features,4LaV9EJUhAwfwvVNS024wK,spotify:track:4LaV9EJUhAwfwvVNS024wK,https://api.spotify.com/v1/tracks/4LaV9EJUhAwfwvVNS024wK,https://api.spotify.com/v1/audio-analysis/4LaV9EJUhAwfwvVNS024wK,217500,4
4645,0.702,0.857,5,-3.836,0,0.0447,0.0261,9.89e-05,0.213,0.498,99.986,audio_features,1G7gRNjvHw7S8g9vx47Gj4,spotify:track:1G7gRNjvHw7S8g9vx47Gj4,https://api.spotify.com/v1/tracks/1G7gRNjvHw7S8g9vx47Gj4,https://api.spotify.com/v1/audio-analysis/1G7gRNjvHw7S8g9vx47Gj4,190520,4
4646,0.617,0.567,8,-6.1,1,0.0433,0.47,0.0,0.377,0.588,91.022,audio_features,6cgWB5wse2npnt3OCXxHZV,spotify:track:6cgWB5wse2npnt3OCXxHZV,https://api.spotify.com/v1/tracks/6cgWB5wse2npnt3OCXxHZV,https://api.spotify.com/v1/audio-analysis/6cgWB5wse2npnt3OCXxHZV,215500,4
4647,0.81,0.557,2,-6.112,0,0.118,0.678,3.4e-06,0.117,0.65,100.013,audio_features,365frZWnLF5oUD6sSuC29N,spotify:track:365frZWnLF5oUD6sSuC29N,https://api.spotify.com/v1/tracks/365frZWnLF5oUD6sSuC29N,https://api.spotify.com/v1/audio-analysis/365frZWnLF5oUD6sSuC29N,193467,4
4648,0.399,0.624,9,-6.274,1,0.0597,0.755,0.0,0.0945,0.295,169.835,audio_features,0yFJe8RoDgZXjGliKLBGBY,spotify:track:0yFJe8RoDgZXjGliKLBGBY,https://api.spotify.com/v1/tracks/0yFJe8RoDgZXjGliKLBGBY,https://api.spotify.com/v1/audio-analysis/0yFJe8RoDgZXjGliKLBGBY,168473,4
4649,0.797,0.813,2,-1.771,1,0.168,0.231,0.0,0.429,0.775,149.92,audio_features,4ZKOqQNA1zWx6yzzoE94LD,spotify:track:4ZKOqQNA1zWx6yzzoE94LD,https://api.spotify.com/v1/tracks/4ZKOqQNA1zWx6yzzoE94LD,https://api.spotify.com/v1/audio-analysis/4ZKOqQNA1zWx6yzzoE94LD,186733,3
4650,0.562,0.473,0,-5.546,1,0.0364,0.759,0.0,0.166,0.25,125.803,audio_features,3S1MltwapdOGjxrMKqvDey,spotify:track:3S1MltwapdOGjxrMKqvDey,https://api.spotify.com/v1/tracks/3S1MltwapdOGjxrMKqvDey,https://api.spotify.com/v1/audio-analysis/3S1MltwapdOGjxrMKqvDey,223240,4
4651,0.679,0.578,0,-4.844,1,0.0342,0.572,0.0,0.141,0.197,99.937,audio_features,3GYpV2gfKYofF6TFZgoFWx,spotify:track:3GYpV2gfKYofF6TFZgoFWx,https://api.spotify.com/v1/tracks/3GYpV2gfKYofF6TFZgoFWx,https://api.spotify.com/v1/audio-analysis/3GYpV2gfKYofF6TFZgoFWx,203427,4
4652,0.843,0.567,0,-5.569,1,0.0342,0.49,0.00106,0.123,0.669,100.03,audio_features,75bgkdHdg7ppBcHdLJkSBM,spotify:track:75bgkdHdg7ppBcHdLJkSBM,https://api.spotify.com/v1/tracks/75bgkdHdg7ppBcHdLJkSBM,https://api.spotify.com/v1/audio-analysis/75bgkdHdg7ppBcHdLJkSBM,147373,4
4653,0.785,0.583,9,-9.628,0,0.0694,0.626,0.956,0.354,0.157,108.09,audio_features,4Xub3I7UXKGEwVFF9Bwlnv,spotify:track:4Xub3I7UXKGEwVFF9Bwlnv,https://api.spotify.com/v1/tracks/4Xub3I7UXKGEwVFF9Bwlnv,https://api.spotify.com/v1/audio-analysis/4Xub3I7UXKGEwVFF9Bwlnv,84583,3
4654,0.649,0.649,0,-4.644,1,0.0305,0.0601,0.0,0.106,0.468,113.986,audio_features,57UqGZaCQFFLUbUZD0ejwx,spotify:track:57UqGZaCQFFLUbUZD0ejwx,https://api.spotify.com/v1/tracks/57UqGZaCQFFLUbUZD0ejwx,https://api.spotify.com/v1/audio-analysis/57UqGZaCQFFLUbUZD0ejwx,213660,4
4655,0.8,0.732,7,-3.745,1,0.0408,0.0349,0.0,0.124,0.286,120.011,audio_features,6LezRpxJ871VNvutDEXrBw,spotify:track:6LezRpxJ871VNvutDEXrBw,https://api.spotify.com/v1/tracks/6LezRpxJ871VNvutDEXrBw,https://api.spotify.com/v1/audio-analysis/6LezRpxJ871VNvutDEXrBw,182773,4
4656,0.564,0.642,2,-5.489,1,0.0328,0.159,0.0,0.154,0.399,159.858,audio_features,6XDfsMWnfJd46j3f0orVHF,spotify:track:6XDfsMWnfJd46j3f0orVHF,https://api.spotify.com/v1/tracks/6XDfsMWnfJd46j3f0orVHF,https://api.spotify.com/v1/audio-analysis/6XDfsMWnfJd46j3f0orVHF,200880,4
4657,0.687,0.914,9,-1.503,0,0.0589,0.281,0.0,0.383,0.767,100.964,audio_features,0bppWj37HjYmRdm0VAPwvq,spotify:track:0bppWj37HjYmRdm0VAPwvq,https://api.spotify.com/v1/tracks/0bppWj37HjYmRdm0VAPwvq,https://api.spotify.com/v1/audio-analysis/0bppWj37HjYmRdm0VAPwvq,185213,4
4658,0.523,0.499,3,-5.47,1,0.024,0.75,0.118,0.187,0.292,82.013,audio_features,4jJG67ZARJRVBBIXMf0qpM,spotify:track:4jJG67ZARJRVBBIXMf0qpM,https://api.spotify.com/v1/tracks/4jJG67ZARJRVBBIXMf0qpM,https://api.spotify.com/v1/audio-analysis/4jJG67ZARJRVBBIXMf0qpM,218000,3
4659,0.609,0.55,10,-7.163,0,0.0587,0.614,0.0,0.149,0.534,96.024,audio_features,2MVEiDjCneHRZxmv10rb5l,spotify:track:2MVEiDjCneHRZxmv10rb5l,https://api.spotify.com/v1/tracks/2MVEiDjCneHRZxmv10rb5l,https://api.spotify.com/v1/audio-analysis/2MVEiDjCneHRZxmv10rb5l,184908,4
4660,0.48,0.427,0,-6.213,1,0.03,0.317,0.0,0.106,0.156,131.724,audio_features,4WznValRfibE40XCfrR64W,spotify:track:4WznValRfibE40XCfrR64W,https://api.spotify.com/v1/tracks/4WznValRfibE40XCfrR64W,https://api.spotify.com/v1/audio-analysis/4WznValRfibE40XCfrR64W,224507,4
4661,0.635,0.487,11,-7.278,0,0.0909,0.439,0.0,0.121,0.171,131.601,audio_features,0n9tHQK3R9NWRbNuj44TGB,spotify:track:0n9tHQK3R9NWRbNuj44TGB,https://api.spotify.com/v1/tracks/0n9tHQK3R9NWRbNuj44TGB,https://api.spotify.com/v1/audio-analysis/0n9tHQK3R9NWRbNuj44TGB,277260,4
4662,0.657,0.62,2,-7.388,1,0.0639,0.732,0.000263,0.192,0.41,125.945,audio_features,14QGX0o0nEN56istLMwFu6,spotify:track:14QGX0o0nEN56istLMwFu6,https://api.spotify.com/v1/tracks/14QGX0o0nEN56istLMwFu6,https://api.spotify.com/v1/audio-analysis/14QGX0o0nEN56istLMwFu6,188841,4
4663,0.544,0.278,0,-10.126,1,0.0336,0.881,0.0,0.0895,0.138,99.416,audio_features,2lsZoElIkFgYukTEgZQrZd,spotify:track:2lsZoElIkFgYukTEgZQrZd,https://api.spotify.com/v1/tracks/2lsZoElIkFgYukTEgZQrZd,https://api.spotify.com/v1/audio-analysis/2lsZoElIkFgYukTEgZQrZd,187627,3
4664,0.795,0.507,5,-6.432,1,0.0661,0.633,1.69e-06,0.211,0.37,96.962,audio_features,1jDDs7QYwyFUAoSw14FgG7,spotify:track:1jDDs7QYwyFUAoSw14FgG7,https://api.spotify.com/v1/tracks/1jDDs7QYwyFUAoSw14FgG7,https://api.spotify.com/v1/audio-analysis/1jDDs7QYwyFUAoSw14FgG7,198000,4
4665,0.623,0.587,9,-7.216,1,0.0341,0.675,0.00121,0.284,0.271,135.99,audio_features,3k5xWgRecbkY5XzhpjIJ65,spotify:track:3k5xWgRecbkY5XzhpjIJ65,https://api.spotify.com/v1/tracks/3k5xWgRecbkY5XzhpjIJ65,https://api.spotify.com/v1/audio-analysis/3k5xWgRecbkY5XzhpjIJ65,225882,4
4666,0.733,0.563,2,-5.13,1,0.0261,0.721,0.0,0.152,0.699,105.998,audio_features,6TxisiJlSLPa3FlzcLHzUV,spotify:track:6TxisiJlSLPa3FlzcLHzUV,https://api.spotify.com/v1/tracks/6TxisiJlSLPa3FlzcLHzUV,https://api.spotify.com/v1/audio-analysis/6TxisiJlSLPa3FlzcLHzUV,225429,4
4667,0.584,0.712,8,-7.215,1,0.204,0.124,0.0,0.118,0.649,103.914,audio_features,0luFANDtNNjcBXKazh3dV8,spotify:track:0luFANDtNNjcBXKazh3dV8,https://api.spotify.com/v1/tracks/0luFANDtNNjcBXKazh3dV8,https://api.spotify.com/v1/audio-analysis/0luFANDtNNjcBXKazh3dV8,186019,4
4668,0.913,0.501,7,-8.76,1,0.0653,0.0454,0.0,0.117,0.402,130.055,audio_features,6vrUC8qQyVvpKSloGLR8gB,spotify:track:6vrUC8qQyVvpKSloGLR8gB,https://api.spotify.com/v1/tracks/6vrUC8qQyVvpKSloGLR8gB,https://api.spotify.com/v1/audio-analysis/6vrUC8qQyVvpKSloGLR8gB,136973,4
4669,0.606,0.294,3,-9.211,1,0.0362,0.853,0.0,0.11,0.604,130.086,audio_features,0rYz9zrp8hciVl2QmM1ZMA,spotify:track:0rYz9zrp8hciVl2QmM1ZMA,https://api.spotify.com/v1/tracks/0rYz9zrp8hciVl2QmM1ZMA,https://api.spotify.com/v1/audio-analysis/0rYz9zrp8hciVl2QmM1ZMA,187987,3
4670,0.572,0.892,2,-4.104,1,0.0404,0.0428,0.0,0.335,0.788,129.955,audio_features,2HlTb0DQEKxcr2755iNRzh,spotify:track:2HlTb0DQEKxcr2755iNRzh,https://api.spotify.com/v1/tracks/2HlTb0DQEKxcr2755iNRzh,https://api.spotify.com/v1/audio-analysis/2HlTb0DQEKxcr2755iNRzh,222080,4
